+--------+------------+------------+----------+----------+----------+----------+----------+----------+----------+-----------+----------+----------+-----------+-----------+----------+----------+----------+----------+----------+----------+----------+----------+----------+----------+----------+----------+----------+----------+----------+-----------+-----------+----------+----------+-----------+----------+----------+-----------+----------+----------+----------+----------+----------+----------+----------+----------+----------+----------+-----------+-----------+----------+----------+-----------+-----------+----------+----------+-----------+-----------+-----------+-----------+-----------+----------+----------+----------+----------+----------+----------+----------+----------+----------+-----------+-----------+----------+-----------+----------+----------+----------+----------+----------+----------+----------+-----------+----------+-----------+----------+----------+-----------+----------+----------+
| source |    sum     |    SIL     |   SPN    |    AA    |   AA0    |   AA1    |   AA2    |    AE    |   AE0    |    AE1    |   AE2    |    AH    |    AH0    |    AH1    |   AH2    |    AO    |   AO0    |   AO1    |   AO2    |    AW    |   AW0    |   AW1    |   AW2    |    AY    |   AY0    |   AY1    |   AY2    |    B     |    CH    |     D     |     DH    |    EH    |   EH0    |    EH1    |   EH2    |    ER    |    ER0    |   ER1    |   ER2    |    EY    |   EY0    |   EY1    |   EY2    |    F     |    G     |    HH    |    IH    |    IH0    |    IH1    |   IH2    |    IY    |    IY0    |    IY1    |   IY2    |    JH    |     K     |     L     |     M     |     N     |     NG    |    OW    |   OW0    |   OW1    |   OW2    |    OY    |   OY0    |   OY1    |   OY2    |    P     |     R     |     S     |    SH    |     T     |    TH    |    UH    |   UH0    |   UH1    |   UH2    |    UW    |   UW0    |    UW1    |   UW2    |     V     |    W     |    Y     |     Z     |    ZH    |  final   |
|  OW0   | 61.877414  | 13.498302  | 0.172111 | 0.011395 | 0.033359 | 0.209938 | 0.060665 | 0.011395 | 0.011395 |  0.654581 | 0.056821 | 0.011395 |  2.167581 |  0.204634 | 0.057815 | 0.011395 | 0.011395 | 0.096318 | 0.013200 | 0.011395 | 0.011395 | 0.117713 | 0.011395 | 0.011395 | 0.011395 | 0.233858 | 0.011395 | 2.910877 | 0.166440 |  4.801182 |  1.150348 | 0.011395 | 0.095047 |  0.483377 | 0.011395 | 0.011395 |  0.754936 | 0.096795 | 0.011395 | 0.011395 | 0.011395 | 0.022041 | 0.011395 | 2.093551 | 0.486225 | 2.632168 | 0.011395 |  3.143823 |  0.242425 | 0.332328 | 0.011395 |  0.238554 |  0.137725 | 0.011395 | 0.209971 |  2.644079 |  1.913374 |  1.928234 |  0.788550 |  0.011395 | 0.011395 | 0.011395 | 0.145315 | 0.011395 | 0.011395 | 0.011395 | 0.011395 | 0.011395 | 0.996145 |  0.573897 |  2.793854 | 0.495354 |  2.880824 | 0.286499 | 0.011395 | 0.011395 | 0.011395 | 0.011395 | 0.011395 | 0.011395 |  0.011395 | 0.011395 |  0.778186 | 1.793771 | 0.314414 |  5.230474 | 0.011395 | 0.295325 |
|  OW1   | 88.067026  |  5.339958  | 0.106620 | 0.011506 | 0.041868 | 0.174383 | 0.042451 | 0.011506 | 0.028364 |  0.333429 | 0.027888 | 0.011506 |  1.322133 |  0.243933 | 0.035926 | 0.011506 | 0.029971 | 0.182645 | 0.011506 | 0.011506 | 0.011649 | 0.126658 | 0.011506 | 0.011506 | 0.044533 | 0.499615 | 0.011506 | 1.850398 | 0.681916 |  2.808692 |  2.166332 | 0.011506 | 0.048878 |  0.117161 | 0.031963 | 0.011506 |  0.326725 | 0.038689 | 0.011506 | 0.011506 | 0.011506 | 0.040416 | 0.011506 | 1.154595 | 0.525378 | 1.470784 | 0.011506 |  3.338151 |  0.044922 | 0.041532 | 0.011506 |  0.091549 |  0.061114 | 0.011506 | 0.169663 |  3.555551 | 12.541476 |  5.466408 | 12.912607 |  0.011506 | 0.011506 | 0.018620 | 0.079802 | 0.018792 | 0.011506 | 0.011506 | 0.011506 | 0.011506 | 3.766079 |  0.549215 |  5.074349 | 1.407179 |  4.034773 | 1.390074 | 0.011506 | 0.011506 | 0.011506 | 0.011506 | 0.011506 | 0.011506 |  0.011506 | 0.011506 |  4.440568 | 1.881317 | 0.486461 |  6.331404 | 0.087296 | 0.055974 |
|  OW2   | 44.916495  |  3.617610  | 0.196503 | 0.011831 | 0.011831 | 0.171534 | 0.011831 | 0.011831 | 0.011831 |  0.263162 | 0.066953 | 0.011831 |  1.367114 |  0.043802 | 0.011831 | 0.011831 | 0.011831 | 0.127303 | 0.011831 | 0.011831 | 0.011831 | 0.011831 | 0.011831 | 0.011831 | 0.011831 | 0.059535 | 0.011831 | 0.761483 | 0.116494 |  1.693620 |  0.275407 | 0.011831 | 0.011831 |  0.059898 | 0.011831 | 0.011831 |  0.024054 | 0.011831 | 0.011831 | 0.011831 | 0.011831 | 0.115066 | 0.011831 | 0.205229 | 0.148082 | 0.484823 | 0.011831 |  0.736128 |  0.056321 | 0.116539 | 0.011831 |  0.011831 |  0.011831 | 0.011831 | 0.077465 |  0.767264 |  4.156784 |  1.080283 |  3.648574 |  0.011831 | 0.011831 | 0.011831 | 0.011831 | 0.011831 | 0.011831 | 0.011831 | 0.011831 | 0.011831 | 1.013098 |  0.304595 | 12.142972 | 0.771282 |  2.790253 | 0.170638 | 0.011831 | 0.011831 | 0.011831 | 0.011831 | 0.011831 | 0.011831 |  0.011831 | 0.011831 |  2.626949 | 0.693488 | 0.064500 |  3.049987 | 0.011831 | 0.271995 |
|   OY   | 87.000000  |  1.000000  | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 |  1.000000 | 1.000000 | 1.000000 |  1.000000 |  1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 |  1.000000 |  1.000000 | 1.000000 | 1.000000 |  1.000000 | 1.000000 | 1.000000 |  1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 |  1.000000 |  1.000000 | 1.000000 | 1.000000 |  1.000000 |  1.000000 | 1.000000 | 1.000000 |  1.000000 |  1.000000 |  1.000000 |  1.000000 |  1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 |  1.000000 |  1.000000 | 1.000000 |  1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 |  1.000000 | 1.000000 |  1.000000 | 1.000000 | 1.000000 |  1.000000 | 1.000000 | 1.000000 |
|  OY0   | 25.679685  |  0.193007  | 0.193129 | 0.193129 | 0.193129 | 0.193129 | 0.193129 | 0.193129 | 0.193129 |  0.571736 | 0.193129 | 0.193129 |  0.769501 |  0.193129 | 0.193129 | 0.193129 | 0.193129 | 0.193129 | 0.193129 | 0.193129 | 0.193129 | 0.193129 | 0.193129 | 0.193129 | 0.193129 | 0.193129 | 0.193129 | 0.193129 | 0.193129 |  2.195958 |  0.193129 | 0.193129 | 0.193129 |  0.193129 | 0.193129 | 0.193129 |  0.193129 | 0.193129 | 0.193129 | 0.193129 | 0.193129 | 0.193129 | 0.193129 | 0.193129 | 0.193129 | 0.193129 | 0.193129 |  0.193129 |  0.193129 | 0.193129 | 0.193129 |  0.193129 |  0.193129 | 0.193129 | 0.193129 |  0.193129 |  0.193129 |  0.193129 |  1.262781 |  0.193129 | 0.193129 | 0.193129 | 0.193129 | 0.193129 | 0.193129 | 0.193129 | 0.193129 | 0.193129 | 0.193129 |  1.006803 |  0.193129 | 0.193129 |  1.063050 | 0.193129 | 0.193129 | 0.193129 | 0.193129 | 0.193129 | 0.193129 | 0.193129 |  0.193129 | 0.193129 |  0.193129 | 0.193129 | 0.193129 |  3.359623 | 0.193129 | 0.193129 |
|  OY1   | 49.115084  |  2.471811  | 0.010876 | 0.010876 | 0.010876 | 0.080768 | 0.010876 | 0.010876 | 0.078576 |  0.178783 | 0.106546 | 0.010876 |  2.976195 |  0.013487 | 0.055657 | 0.010876 | 0.058158 | 0.025803 | 0.010876 | 0.010876 | 0.010876 | 0.136858 | 0.010876 | 0.010876 | 0.010876 | 0.077244 | 0.010876 | 0.127813 | 0.010876 |  3.703990 |  0.663773 | 0.010876 | 0.010876 |  0.051951 | 0.010876 | 0.010876 |  0.633550 | 0.010876 | 0.010876 | 0.010876 | 0.010876 | 0.017782 | 0.010876 | 0.553436 | 0.164644 | 0.718682 | 0.010876 |  1.389760 |  0.026474 | 0.010876 | 0.010876 |  0.056812 |  0.010876 | 0.010876 | 0.097252 |  0.188609 |  3.588391 |  0.764203 | 12.155932 |  0.010876 | 0.010876 | 0.055675 | 0.054526 | 0.010876 | 0.010876 | 0.010876 | 0.010876 | 0.010876 | 0.143338 |  0.146623 |  9.865550 | 0.153023 |  0.710226 | 0.056084 | 0.010876 | 0.010876 | 0.010876 | 0.010876 | 0.010876 | 0.010876 |  0.010876 | 0.010876 |  0.010876 | 0.343262 | 0.164592 |  5.552771 | 0.010876 | 0.206189 |
|  OY2   | 28.120336  |  1.546534  | 0.088457 | 0.088457 | 0.088457 | 0.088457 | 0.088457 | 0.088457 | 0.088457 |  0.523598 | 0.088457 | 0.088457 |  1.036787 |  0.106969 | 0.088457 | 0.088457 | 0.088457 | 0.088457 | 0.088457 | 0.088457 | 0.088457 | 0.088457 | 0.088457 | 0.088457 | 0.088457 | 0.088457 | 0.088457 | 0.670470 | 0.088457 |  1.695628 |  0.179737 | 0.088457 | 0.088457 |  0.088457 | 0.088457 | 0.088457 |  0.088457 | 0.088457 | 0.088457 | 0.088457 | 0.088457 | 0.088457 | 0.088457 | 0.581248 | 0.088457 | 0.827024 | 0.088457 |  0.088457 |  0.088457 | 0.088457 | 0.088457 |  0.088457 |  0.088457 | 0.088457 | 0.088457 |  0.752639 |  1.572317 |  0.088457 |  3.002331 |  0.088457 | 0.088457 | 0.088457 | 0.807879 | 0.088457 | 0.088457 | 0.088457 | 0.088457 | 0.088457 | 0.586592 |  1.506000 |  0.780360 | 0.834557 |  1.955478 | 0.088457 | 0.088457 | 0.088457 | 0.088457 | 0.088457 | 0.088457 | 0.088457 |  0.088457 | 0.088457 |  0.088457 | 1.114627 | 0.088457 |  1.516182 | 0.088457 | 0.685245 |
|   P    | 94.200145  |  3.521479  | 0.022985 | 0.011772 | 0.095219 | 7.102245 | 0.295628 | 0.011772 | 0.070921 |  3.621543 | 0.097561 | 0.011772 |  8.800836 |  0.897338 | 0.035866 | 0.011772 | 0.052380 | 1.698520 | 0.038839 | 0.011772 | 0.021890 | 0.961467 | 0.023994 | 0.011772 | 0.070176 | 0.911034 | 0.207593 | 0.144909 | 0.198874 |  0.103233 |  0.535521 | 0.011772 | 0.139838 |  4.633278 | 0.183172 | 0.011772 |  5.308621 | 1.952685 | 0.096875 | 0.011772 | 0.020183 | 2.257038 | 0.197191 | 0.300151 | 0.057519 | 0.538806 | 0.011772 |  1.847877 |  3.882531 | 0.115721 | 0.011772 |  1.097150 |  3.537470 | 0.076565 | 0.022160 |  0.120718 |  8.044454 |  0.249011 |  0.210123 |  0.011772 | 0.011772 | 0.089100 | 1.981109 | 0.092782 | 0.011772 | 0.011772 | 1.003976 | 0.050411 | 0.072350 | 14.162945 |  2.801418 | 0.434613 |  5.069365 | 0.144908 | 0.011772 | 0.011772 | 1.371087 | 0.017981 | 0.011772 | 0.022258 |  0.765506 | 0.059647 |  0.035740 | 0.453008 | 0.824947 |  0.031863 | 0.011772 | 0.072278 |
|   R    | 108.378604 |  4.328839  | 0.055554 | 0.012382 | 0.099889 | 1.993774 | 0.122773 | 0.012382 | 0.187411 |  3.464844 | 0.230597 | 0.012382 |  8.541203 |  2.666543 | 0.033724 | 0.012382 | 0.019795 | 1.820918 | 0.070553 | 0.012382 | 0.012381 | 1.251537 | 0.055330 | 0.012382 | 0.081423 | 3.764446 | 0.105695 | 0.946244 | 0.667837 |  4.561193 |  1.727754 | 0.012382 | 0.100008 |  6.345430 | 0.589953 | 0.012382 |  0.493199 | 0.028224 | 0.012382 | 0.012382 | 0.054815 | 4.577517 | 0.201115 | 1.266476 | 0.592412 | 1.358933 | 0.012382 |  5.111222 |  4.013727 | 0.099466 | 0.012382 | 11.115777 |  5.019392 | 0.173327 | 0.639262 |  1.827315 |  1.575223 |  2.944743 |  1.636941 |  0.012382 | 0.012382 | 0.679411 | 2.675497 | 0.116831 | 0.012382 | 0.012382 | 0.163228 | 0.018679 | 0.998514 |  0.399622 |  2.605502 | 0.476624 |  4.826873 | 0.548828 | 0.012382 | 0.012381 | 0.077876 | 0.012382 | 0.012382 | 0.154565 |  3.452190 | 0.085942 |  0.276791 | 2.044610 | 0.356556 |  1.532221 | 0.031038 | 0.034840 |
|   S    | 105.054470 | 10.351706  | 0.050561 | 0.012445 | 0.056288 | 0.580285 | 0.032863 | 0.012445 | 0.052277 |  1.248088 | 0.102590 | 0.012445 |  8.644588 |  4.371224 | 0.048049 | 0.012445 | 0.033958 | 1.246822 | 0.027870 | 0.012445 | 0.014650 | 0.350022 | 0.021307 | 0.012445 | 0.041518 | 2.125026 | 0.170744 | 0.510854 | 0.495638 |  0.380979 |  0.966740 | 0.012445 | 0.239371 |  7.517602 | 0.291214 | 0.012445 |  1.074755 | 1.618869 | 0.023457 | 0.012445 | 0.044553 | 1.972916 | 0.032006 | 1.140177 | 0.319642 | 0.895188 | 0.012445 |  4.194831 |  3.123450 | 0.253711 | 0.012445 |  0.848010 |  3.660631 | 0.032175 | 0.073333 |  3.620871 |  2.057939 |  1.789069 |  0.747558 |  0.012445 | 0.012445 | 0.297033 | 3.065066 | 0.044075 | 0.012445 | 0.012445 | 0.043273 | 0.012445 | 4.825899 |  0.389631 |  0.903093 | 0.139570 | 23.977009 | 0.123323 | 0.012445 | 0.021793 | 0.021799 | 0.012445 | 0.012445 | 0.044387 |  0.680633 | 0.069526 |  0.118116 | 2.205760 | 0.255072 |  0.013719 | 0.012445 | 0.070819 |
|   SH   | 70.267394  |  1.196899  | 0.032668 | 0.010557 | 0.010557 | 1.238176 | 0.050415 | 0.010557 | 0.117030 |  2.252097 | 0.038792 | 0.010557 | 26.868095 |  0.464150 | 0.010557 | 0.010557 | 0.010557 | 1.371783 | 0.088885 | 0.010557 | 0.010557 | 0.449087 | 0.010557 | 0.010557 | 0.016905 | 0.444176 | 0.164598 | 0.124714 | 0.043870 |  0.121639 |  0.189810 | 0.010557 | 0.012972 |  1.003978 | 0.077266 | 0.010557 |  0.469282 | 0.146638 | 0.017911 | 0.010557 | 0.010557 | 1.207785 | 0.031459 | 0.163724 | 0.125330 | 0.183595 | 0.010557 |  1.897441 |  0.940130 | 0.300708 | 0.010557 |  0.480754 | 14.917377 | 0.062351 | 0.037359 |  0.260733 |  0.215014 |  0.630120 |  0.206854 |  0.010557 | 0.010557 | 0.021859 | 1.798874 | 0.065359 | 0.010557 | 0.010557 | 0.010557 | 0.010557 | 0.108940 |  0.490058 |  0.205647 | 0.061953 |  2.752288 | 0.032943 | 0.010557 | 0.010557 | 4.631107 | 0.010557 | 0.010557 | 0.276303 |  0.300660 | 0.045150 |  0.052141 | 0.251479 | 0.154185 |  0.010557 | 0.010557 | 0.049710 |
|   T    | 127.259182 | 17.049995  | 0.068419 | 0.013746 | 0.039131 | 1.291054 | 0.039960 | 0.013746 | 0.091721 |  1.818666 | 0.150429 | 0.013746 | 17.804930 |  0.893390 | 0.041243 | 0.013746 | 0.030848 | 1.518761 | 0.079229 | 0.013746 | 0.016554 | 0.468564 | 0.024723 | 0.013746 | 0.042646 | 2.310008 | 0.258484 | 1.483184 | 0.087146 |  0.772645 |  4.679338 | 0.013746 | 0.078869 |  2.862855 | 0.194929 | 0.013746 |  6.173409 | 1.157285 | 0.046883 | 0.013746 | 0.049787 | 2.244724 | 0.171074 | 1.692768 | 0.431710 | 3.792639 | 0.013746 |  9.907285 |  2.357575 | 0.093909 | 0.013746 |  3.056784 |  0.900502 | 0.075276 | 0.123456 |  1.120504 |  2.540960 |  1.995801 |  0.763436 |  0.013746 | 0.013746 | 0.075709 | 0.964088 | 0.072848 | 0.013746 | 0.013746 | 0.050704 | 0.013746 | 0.861552 |  6.195506 |  6.833415 | 0.477277 |  2.174947 | 0.214540 | 0.013746 | 0.016057 | 0.640831 | 0.016048 | 0.013746 | 0.066977 |  9.889416 | 0.156373 |  0.136109 | 4.538436 | 0.591127 |  0.025258 | 0.014383 | 0.106664 |
|   TH   | 85.340365  | 11.589195  | 0.061821 | 0.010600 | 0.043487 | 0.277010 | 0.031426 | 0.010600 | 0.029347 |  1.088039 | 0.085396 | 0.010600 |  6.819226 |  0.551420 | 0.061392 | 0.010600 | 0.056632 | 4.809998 | 0.076242 | 0.010600 | 0.010600 | 4.108215 | 0.020827 | 0.010600 | 0.021409 | 0.130463 | 0.062874 | 0.417241 | 0.073041 |  0.601298 |  6.025430 | 0.010600 | 0.047459 |  0.367124 | 0.074575 | 0.010600 |  0.594885 | 1.563844 | 0.027562 | 0.010600 | 0.012130 | 0.166920 | 0.044102 | 0.989314 | 0.418473 | 3.629844 | 0.010600 |  6.157535 |  9.919394 | 2.223922 | 0.010600 |  0.623844 |  0.639630 | 0.120264 | 0.163598 |  0.691710 |  0.876402 |  1.500012 |  0.179493 |  0.010600 | 0.010600 | 0.027128 | 0.088149 | 0.010600 | 0.010600 | 0.010600 | 0.020371 | 0.010600 | 0.509352 |  9.227883 |  3.212523 | 0.119898 |  0.568378 | 0.098032 | 0.010600 | 0.010600 | 0.010600 | 0.021407 | 0.010600 | 0.021620 |  0.184466 | 0.099421 |  0.154506 | 1.691274 | 0.806555 |  0.031881 | 0.010600 | 0.140265 |
|   UH   | 87.000000  |  1.000000  | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 |  1.000000 | 1.000000 | 1.000000 |  1.000000 |  1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 |  1.000000 |  1.000000 | 1.000000 | 1.000000 |  1.000000 | 1.000000 | 1.000000 |  1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 |  1.000000 |  1.000000 | 1.000000 | 1.000000 |  1.000000 |  1.000000 | 1.000000 | 1.000000 |  1.000000 |  1.000000 |  1.000000 |  1.000000 |  1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 |  1.000000 |  1.000000 | 1.000000 |  1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 |  1.000000 | 1.000000 |  1.000000 | 1.000000 | 1.000000 |  1.000000 | 1.000000 | 1.000000 |
|  UH0   | 19.419900  |  0.048233  | 0.048233 | 0.048233 | 0.048233 | 0.048233 | 0.048233 | 0.048233 | 0.048233 |  0.048233 | 0.048233 | 0.048233 |  0.048233 |  0.048233 | 0.048233 | 0.048233 | 0.048233 | 0.048233 | 0.048233 | 0.048233 | 0.048233 | 0.048233 | 0.048233 | 0.048233 | 0.048233 | 0.048233 | 0.048233 | 0.048233 | 0.048233 |  2.718522 |  0.048233 | 0.048233 | 0.048233 |  0.048233 | 0.048233 | 0.048233 |  0.048233 | 0.048233 | 0.048233 | 0.048233 | 0.048233 | 0.048233 | 0.048233 | 0.048233 | 0.048233 | 0.048233 | 0.048233 |  0.048233 |  0.048233 | 0.048233 | 0.048233 |  0.048233 |  0.048233 | 0.048233 | 0.048233 |  0.767103 |  2.944864 |  0.048233 |  0.048233 |  0.048233 | 0.048233 | 0.048233 | 0.048233 | 0.048233 | 0.048233 | 0.048233 | 0.048233 | 0.048233 | 1.272492 |  7.458701 |  0.048233 | 0.351307 |  0.048233 | 0.048233 | 0.048233 | 0.048233 | 0.048233 | 0.048233 | 0.048233 | 0.048233 |  0.048233 | 0.048233 |  0.048233 | 0.048233 | 0.048233 |  0.048233 | 0.048233 | 0.048233 |
|  UH1   | 67.032038  |  0.011694  | 0.010724 | 0.010724 | 0.010724 | 0.017987 | 0.010724 | 0.010724 | 0.010724 |  0.010724 | 0.010724 | 0.010724 |  0.010724 |  0.010724 | 0.010724 | 0.010724 | 0.010724 | 0.015395 | 0.010724 | 0.010724 | 0.010724 | 0.010724 | 0.010724 | 0.010724 | 0.010724 | 0.010724 | 0.010724 | 0.010724 | 0.107329 | 32.671501 |  0.010724 | 0.010724 | 0.010724 |  0.010724 | 0.010724 | 0.010724 |  0.010724 | 0.010724 | 0.010724 | 0.010724 | 0.010724 | 0.010724 | 0.010724 | 0.011284 | 0.103250 | 0.010724 | 0.010724 |  0.010724 |  0.010724 | 0.010724 | 0.010724 |  0.010724 |  0.010724 | 0.010724 | 0.010724 | 11.310955 |  2.898711 |  1.952649 |  0.010724 |  0.047876 | 0.010724 | 0.010724 | 0.010724 | 0.010724 | 0.010724 | 0.010724 | 0.010724 | 0.010724 | 0.021205 | 12.394094 |  0.053387 | 0.763045 |  3.785646 | 0.010724 | 0.010724 | 0.010724 | 0.010724 | 0.010724 | 0.010724 | 0.010724 |  0.010724 | 0.010724 |  0.010724 | 0.010724 | 0.010724 |  0.115317 | 0.010724 | 0.010724 |
|  UH2   | 22.684115  |  0.023995  | 0.023995 | 0.023995 | 0.023995 | 0.023995 | 0.023995 | 0.023995 | 0.023995 |  0.023995 | 0.023995 | 0.023995 |  0.023995 |  0.023995 | 0.023995 | 0.023995 | 0.023995 | 0.023995 | 0.023995 | 0.023995 | 0.023995 | 0.023995 | 0.023995 | 0.023995 | 0.023995 | 0.023995 | 0.023995 | 0.023995 | 0.023995 |  8.419983 |  0.023995 | 0.023995 | 0.023995 |  0.023995 | 0.023995 | 0.023995 |  0.023995 | 0.023995 | 0.023995 | 0.023995 | 0.023995 | 0.023995 | 0.023995 | 0.023995 | 0.023995 | 0.023995 | 0.023995 |  0.023995 |  0.023995 | 0.023995 | 0.023995 |  0.023995 |  0.023995 | 0.023995 | 0.023995 |  1.973166 |  1.978391 |  0.555345 |  0.023995 |  0.023995 | 0.023995 | 0.023995 | 0.023995 | 0.023995 | 0.023995 | 0.023995 | 0.023995 | 0.023995 | 0.023995 |  6.071860 |  0.400367 | 0.399974 |  0.989431 | 0.023995 | 0.023995 | 0.023995 | 0.023995 | 0.023995 | 0.023995 | 0.023995 |  0.023995 | 0.023995 |  0.023995 | 0.023995 | 0.023995 |  0.023995 | 0.023995 | 0.023995 |
|   UW   | 87.000000  |  1.000000  | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 |  1.000000 | 1.000000 | 1.000000 |  1.000000 |  1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 |  1.000000 |  1.000000 | 1.000000 | 1.000000 |  1.000000 | 1.000000 | 1.000000 |  1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 |  1.000000 |  1.000000 | 1.000000 | 1.000000 |  1.000000 |  1.000000 | 1.000000 | 1.000000 |  1.000000 |  1.000000 |  1.000000 |  1.000000 |  1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 |  1.000000 |  1.000000 | 1.000000 |  1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 | 1.000000 |  1.000000 | 1.000000 |  1.000000 | 1.000000 | 1.000000 |  1.000000 | 1.000000 | 1.000000 |
|  UW0   | 51.177607  |  2.226008  | 0.099193 | 0.011587 | 0.011587 | 0.179597 | 0.011587 | 0.011587 | 0.011587 |  0.331825 | 0.011589 | 0.011587 | 12.298944 |  0.015314 | 0.011587 | 0.011587 | 0.011587 | 0.078255 | 0.011587 | 0.011587 | 0.011587 | 0.957814 | 0.011587 | 0.011587 | 0.011587 | 0.030202 | 0.011587 | 0.608020 | 0.011593 |  6.144146 |  0.802248 | 0.011587 | 0.012105 |  0.798338 | 0.878489 | 0.011587 |  0.019352 | 0.011587 | 0.011587 | 0.011587 | 0.100257 | 2.560881 | 1.146315 | 0.695415 | 0.188261 | 0.751198 | 0.011587 |  1.195771 |  0.162466 | 0.019304 | 0.011587 |  0.069526 |  1.003565 | 0.301944 | 0.762480 |  0.517564 |  1.328764 |  3.296205 |  2.744641 |  0.011587 | 0.011587 | 0.011587 | 0.069118 | 0.011587 | 0.011587 | 0.011587 | 0.011587 | 0.011587 | 1.304876 |  0.067664 |  0.797172 | 0.074943 |  3.537427 | 0.013269 | 0.011587 | 0.011587 | 0.011587 | 0.011587 | 0.011587 | 0.011587 |  0.011587 | 0.011587 |  0.122826 | 0.407509 | 0.097308 |  1.789483 | 0.011587 | 0.084937 |
|  UW1   | 97.106531  |  7.769629  | 0.105256 | 0.010575 | 0.070111 | 0.636661 | 0.017991 | 0.010575 | 0.036625 |  0.427629 | 0.050084 | 0.010575 |  4.243016 |  0.416206 | 0.159655 | 0.010575 | 0.028305 | 0.377500 | 0.023553 | 0.010575 | 0.010640 | 0.143372 | 0.016181 | 0.010575 | 0.040756 | 0.217603 | 0.010575 | 3.039447 | 0.405672 |  3.707467 | 11.662524 | 0.010575 | 0.086103 |  0.357073 | 0.053719 | 0.010575 |  0.789828 | 0.052703 | 0.010575 | 0.010575 | 0.010607 | 0.106817 | 0.010575 | 1.358779 | 0.920059 | 7.608978 | 0.010575 |  3.170370 |  0.148361 | 0.064887 | 0.010575 |  0.073538 |  0.136799 | 0.015957 | 0.350010 |  2.250112 |  3.545324 |  7.116820 |  5.394929 |  0.019913 | 0.010575 | 0.048276 | 0.159000 | 0.022586 | 0.010575 | 0.010575 | 0.016277 | 0.010575 | 2.278501 |  2.997173 |  4.233881 | 1.093970 |  4.193487 | 1.551271 | 0.010575 | 0.010575 | 0.010575 | 0.010575 | 0.010575 | 0.010575 |  0.010996 | 0.010575 |  2.119758 | 4.108081 | 1.836717 |  3.967860 | 0.867711 | 0.099040 |
|  UW2   | 37.325341  |  1.399798  | 0.014473 | 0.014473 | 0.014473 | 0.125846 | 0.014473 | 0.014473 | 0.014473 |  0.202390 | 0.014473 | 0.014473 |  1.165841 |  0.023875 | 0.014473 | 0.014473 | 0.014473 | 0.131405 | 0.014473 | 0.014473 | 0.014473 | 0.014473 | 0.014473 | 0.014473 | 0.014473 | 0.014473 | 0.014473 | 0.372345 | 0.014473 |  8.348582 |  0.168123 | 0.014473 | 0.014473 |  0.258421 | 0.014473 | 0.014473 |  0.444120 | 0.014473 | 0.014473 | 0.014473 | 0.014473 | 0.014473 | 0.014473 | 0.435233 | 0.014473 | 0.131400 | 0.014473 |  0.230984 |  0.255516 | 0.014473 | 0.014473 |  0.014473 |  0.014473 | 0.014473 | 0.702703 |  0.351917 |  1.284588 |  3.624978 |  4.219760 |  0.014473 | 0.014473 | 0.014473 | 0.014473 | 0.014473 | 0.014473 | 0.014473 | 0.014473 | 0.014473 | 2.569113 |  0.014473 |  0.676635 | 0.320384 |  5.787956 | 0.321500 | 0.014473 | 0.014473 | 0.014473 | 0.014473 | 0.014473 | 0.014473 |  0.014473 | 0.014473 |  0.288146 | 0.451218 | 0.022077 |  1.928091 | 0.014473 | 0.257414 |
